question,reponse,terme_original,type,categorie,type_question,necessite_avertissement
Comment se manifeste Asthme ?,"Les symptômes de Asthme peuvent varier selon les individus. Il est essentiel de consulter un professionnel de santé pour un diagnostic précis basé sur votre situation personnelle.

⚠️ Important : Seul un professionnel de santé qualifié peut établir un diagnostic. Cette information est fournie à titre éducatif uniquement.",Asthme,maladie,Respiratoire,symptomes,True
Manifestations de Asthme ?,"Les symptômes de Asthme peuvent varier selon les individus. Il est essentiel de consulter un professionnel de santé pour un diagnostic précis basé sur votre situation personnelle.

⚠️ Important : Seul un professionnel de santé qualifié peut établir un diagnostic. Cette information est fournie à titre éducatif uniquement.",Asthme,maladie,Respiratoire,symptomes,True
Quel est le traitement pour Asthme ?,"Le traitement de Asthme doit être personnalisé selon chaque patient. Votre médecin déterminera la meilleure approche thérapeutique adaptée à votre situation.

⚠️ Important : Ne modifiez jamais votre traitement sans l'avis de votre médecin. Cette information est fournie à titre éducatif uniquement.",Asthme,maladie,Respiratoire,traitement,True
Quelles sont les causes de Asthme ?,Les causes de Asthme peuvent être multiples et varient d'une personne à l'autre. Une évaluation médicale permet d'identifier les facteurs spécifiques dans votre cas.,Asthme,maladie,Respiratoire,causes,False
Définis Polyarthrite rhumatoïde,Polyarthrite rhumatoïde (PR) est une pathologie en Musculo-squelettique. Condition de santé avec des critères diagnostiques spécifiques et des protocoles de traitement.,Polyarthrite rhumatoïde,maladie,Musculo-squelettique,definition,False
Que signifie Polyarthrite rhumatoïde ?,Polyarthrite rhumatoïde (PR) est une pathologie en Musculo-squelettique. Condition de santé avec des critères diagnostiques spécifiques et des protocoles de traitement.,Polyarthrite rhumatoïde,maladie,Musculo-squelettique,definition,False
Donne-moi la définition de Polyarthrite rhumatoïde,Polyarthrite rhumatoïde (PR) est une pathologie en Musculo-squelettique. Condition de santé avec des critères diagnostiques spécifiques et des protocoles de traitement.,Polyarthrite rhumatoïde,maladie,Musculo-squelettique,definition,False
C'est quoi PR ?,PR signifie Polyarthrite rhumatoïde. C'est un terme utilisé en Musculo-squelettique.,Polyarthrite rhumatoïde,maladie,Musculo-squelettique,abbreviation,False
"J'ai vu PR sur mes analyses, c'est quoi ?",PR signifie Polyarthrite rhumatoïde. C'est un terme utilisé en Musculo-squelettique.,Polyarthrite rhumatoïde,maladie,Musculo-squelettique,abbreviation,False
Comment reconnaître Polyarthrite rhumatoïde ?,"Les symptômes de Polyarthrite rhumatoïde peuvent varier selon les individus. Il est essentiel de consulter un professionnel de santé pour un diagnostic précis basé sur votre situation personnelle.

⚠️ Important : Seul un professionnel de santé qualifié peut établir un diagnostic. Cette information est fournie à titre éducatif uniquement.",Polyarthrite rhumatoïde,maladie,Musculo-squelettique,symptomes,True
Quels sont les signes de Polyarthrite rhumatoïde ?,"Les symptômes de Polyarthrite rhumatoïde peuvent varier selon les individus. Il est essentiel de consulter un professionnel de santé pour un diagnostic précis basé sur votre situation personnelle.

⚠️ Important : Seul un professionnel de santé qualifié peut établir un diagnostic. Cette information est fournie à titre éducatif uniquement.",Polyarthrite rhumatoïde,maladie,Musculo-squelettique,symptomes,True
Quel traitement pour Polyarthrite rhumatoïde ?,"Le traitement de Polyarthrite rhumatoïde doit être personnalisé selon chaque patient. Votre médecin déterminera la meilleure approche thérapeutique adaptée à votre situation.

⚠️ Important : Ne modifiez jamais votre traitement sans l'avis de votre médecin. Cette information est fournie à titre éducatif uniquement.",Polyarthrite rhumatoïde,maladie,Musculo-squelettique,traitement,True
Quelles sont les causes de Polyarthrite rhumatoïde ?,Les causes de Polyarthrite rhumatoïde peuvent être multiples et varient d'une personne à l'autre. Une évaluation médicale permet d'identifier les facteurs spécifiques dans votre cas.,Polyarthrite rhumatoïde,maladie,Musculo-squelettique,causes,False
Définis Arthrose,"Arthrose est une pathologie en Musculo-squelettique. Trouble de santé chronique affectant plusieurs systèmes, traité par changements de mode de vie et médicaments.",Arthrose,maladie,Musculo-squelettique,definition,False
"Arthrose, qu'est-ce que c'est exactement ?","Arthrose est une pathologie en Musculo-squelettique. Trouble de santé chronique affectant plusieurs systèmes, traité par changements de mode de vie et médicaments.",Arthrose,maladie,Musculo-squelettique,definition,False
Aide-moi à comprendre Arthrose,"Arthrose est une pathologie en Musculo-squelettique. Trouble de santé chronique affectant plusieurs systèmes, traité par changements de mode de vie et médicaments.",Arthrose,maladie,Musculo-squelettique,definition,False
Comment savoir si j'ai Arthrose ?,"Les symptômes de Arthrose peuvent varier selon les individus. Il est essentiel de consulter un professionnel de santé pour un diagnostic précis basé sur votre situation personnelle.

⚠️ Important : Seul un professionnel de santé qualifié peut établir un diagnostic. Cette information est fournie à titre éducatif uniquement.",Arthrose,maladie,Musculo-squelettique,symptomes,True
Signes de Arthrose ?,"Les symptômes de Arthrose peuvent varier selon les individus. Il est essentiel de consulter un professionnel de santé pour un diagnostic précis basé sur votre situation personnelle.

⚠️ Important : Seul un professionnel de santé qualifié peut établir un diagnostic. Cette information est fournie à titre éducatif uniquement.",Arthrose,maladie,Musculo-squelettique,symptomes,True
Quel est le traitement pour Arthrose ?,"Le traitement de Arthrose doit être personnalisé selon chaque patient. Votre médecin déterminera la meilleure approche thérapeutique adaptée à votre situation.

⚠️ Important : Ne modifiez jamais votre traitement sans l'avis de votre médecin. Cette information est fournie à titre éducatif uniquement.",Arthrose,maladie,Musculo-squelettique,traitement,True
Qu'est-ce qui provoque Arthrose ?,Les causes de Arthrose peuvent être multiples et varient d'une personne à l'autre. Une évaluation médicale permet d'identifier les facteurs spécifiques dans votre cas.,Arthrose,maladie,Musculo-squelettique,causes,False
Que signifie Trouble dépressif majeur ?,Trouble dépressif majeur (TDM) est une pathologie en Psychiatrique. Condition pathologique nécessitant une surveillance et un traitement continus.,Trouble dépressif majeur,maladie,Psychiatrique,definition,False
Peux-tu me dire ce qu'est Trouble dépressif majeur ?,Trouble dépressif majeur (TDM) est une pathologie en Psychiatrique. Condition pathologique nécessitant une surveillance et un traitement continus.,Trouble dépressif majeur,maladie,Psychiatrique,definition,False
Donne-moi la définition de Trouble dépressif majeur,Trouble dépressif majeur (TDM) est une pathologie en Psychiatrique. Condition pathologique nécessitant une surveillance et un traitement continus.,Trouble dépressif majeur,maladie,Psychiatrique,definition,False
TDM signifie quoi ?,TDM signifie Trouble dépressif majeur. C'est un terme utilisé en Psychiatrique.,Trouble dépressif majeur,maladie,Psychiatrique,abbreviation,False
Explique TDM,TDM signifie Trouble dépressif majeur. C'est un terme utilisé en Psychiatrique.,Trouble dépressif majeur,maladie,Psychiatrique,abbreviation,False
Symptômes typiques de Trouble dépressif majeur ?,"Les symptômes de Trouble dépressif majeur peuvent varier selon les individus. Il est essentiel de consulter un professionnel de santé pour un diagnostic précis basé sur votre situation personnelle.

⚠️ Important : Seul un professionnel de santé qualifié peut établir un diagnostic. Cette information est fournie à titre éducatif uniquement.",Trouble dépressif majeur,maladie,Psychiatrique,symptomes,True
Signes de Trouble dépressif majeur ?,"Les symptômes de Trouble dépressif majeur peuvent varier selon les individus. Il est essentiel de consulter un professionnel de santé pour un diagnostic précis basé sur votre situation personnelle.

⚠️ Important : Seul un professionnel de santé qualifié peut établir un diagnostic. Cette information est fournie à titre éducatif uniquement.",Trouble dépressif majeur,maladie,Psychiatrique,symptomes,True
Options thérapeutiques pour Trouble dépressif majeur ?,"Le traitement de Trouble dépressif majeur doit être personnalisé selon chaque patient. Votre médecin déterminera la meilleure approche thérapeutique adaptée à votre situation.

⚠️ Important : Ne modifiez jamais votre traitement sans l'avis de votre médecin. Cette information est fournie à titre éducatif uniquement.",Trouble dépressif majeur,maladie,Psychiatrique,traitement,True
Quelles sont les causes de Trouble dépressif majeur ?,Les causes de Trouble dépressif majeur peuvent être multiples et varient d'une personne à l'autre. Une évaluation médicale permet d'identifier les facteurs spécifiques dans votre cas.,Trouble dépressif majeur,maladie,Psychiatrique,causes,False
Qu'est-ce que Trouble anxieux généralisé ?,Trouble anxieux généralisé (TAG) est une pathologie en Psychiatrique. Condition de santé avec des critères diagnostiques spécifiques et des protocoles de traitement.,Trouble anxieux généralisé,maladie,Psychiatrique,definition,False
"Je ne connais pas Trouble anxieux généralisé, peux-tu m'aider ?",Trouble anxieux généralisé (TAG) est une pathologie en Psychiatrique. Condition de santé avec des critères diagnostiques spécifiques et des protocoles de traitement.,Trouble anxieux généralisé,maladie,Psychiatrique,definition,False
J'aimerais savoir ce qu'est Trouble anxieux généralisé,Trouble anxieux généralisé (TAG) est une pathologie en Psychiatrique. Condition de santé avec des critères diagnostiques spécifiques et des protocoles de traitement.,Trouble anxieux généralisé,maladie,Psychiatrique,definition,False
"J'ai vu TAG sur mes analyses, c'est quoi ?",TAG signifie Trouble anxieux généralisé. C'est un terme utilisé en Psychiatrique.,Trouble anxieux généralisé,maladie,Psychiatrique,abbreviation,False
C'est quoi TAG ?,TAG signifie Trouble anxieux généralisé. C'est un terme utilisé en Psychiatrique.,Trouble anxieux généralisé,maladie,Psychiatrique,abbreviation,False
Comment se manifeste Trouble anxieux généralisé ?,"Les symptômes de Trouble anxieux généralisé peuvent varier selon les individus. Il est essentiel de consulter un professionnel de santé pour un diagnostic précis basé sur votre situation personnelle.

⚠️ Important : Seul un professionnel de santé qualifié peut établir un diagnostic. Cette information est fournie à titre éducatif uniquement.",Trouble anxieux généralisé,maladie,Psychiatrique,symptomes,True
Quels sont les signes de Trouble anxieux généralisé ?,"Les symptômes de Trouble anxieux généralisé peuvent varier selon les individus. Il est essentiel de consulter un professionnel de santé pour un diagnostic précis basé sur votre situation personnelle.

⚠️ Important : Seul un professionnel de santé qualifié peut établir un diagnostic. Cette information est fournie à titre éducatif uniquement.",Trouble anxieux généralisé,maladie,Psychiatrique,symptomes,True
Quel est le traitement pour Trouble anxieux généralisé ?,"Le traitement de Trouble anxieux généralisé doit être personnalisé selon chaque patient. Votre médecin déterminera la meilleure approche thérapeutique adaptée à votre situation.

⚠️ Important : Ne modifiez jamais votre traitement sans l'avis de votre médecin. Cette information est fournie à titre éducatif uniquement.",Trouble anxieux généralisé,maladie,Psychiatrique,traitement,True
